,tweet
6706,MarketPlunger> Just talked to a good friend who owns a large grocery chain in the area and he can’t believe the only thing people rushed to get is hand sanitizer and not food
6707,Mekhi128> Chinese food not better than Italian food tbh   …
6708,"robertastrupp> "". . . he is prime food for the  . . .""  talking about  on his (delayed in AZ) 3.11.2020 show."
6709,randOmuos> STOP BEING PARTISAN  (reall tuff living in Zucker's dirty sewer all to put food on the family table)
6710,LindseyMoniquee> Y’all ever been full af but so pressed to eat the food you got waiting on you next. That you be praying that you get hungry again soon?...or is that just me? lol
6711,takemomalong> Food. 12 years ago I went there with my mom and sis during the fall. It was a very relaxing weekend getaway!
6712,Terrikaaaa> Ewww i feel sick now  I must really be getting tired of fast food
6713,THESTORYLlVE> am i really questioning my sexuality bc of a boy in my chem class that helped me do the work and offered to bring me food tomorrow ?!?!! thats a secret ill never tell ❤️
6714,rtt_360> BSHMNT Saturday Akron's Largest Reggae Bash is Back! Classic Reggae and Dancehall ALL NIGHT LONG!!! Good vibes only! Come and whine the night away!  $5 Entry Online or at the Door  -Patio Open -Food Next Door -Drink…   …
6715,anything_Mar> They add soap to his diet to save on food money
6716,ArmageddonWatch> Rome shuts down entire Italian economy except food stores and pharmacies:    …
6717,MrSirUndersteer> Don't forget MREs or freeze dried foods!
6718,ayochoc_> full af off the Haitian food 
6719,UsiHaagenti> Now draw Blub having eaten a years worth of free food in one sitting.
6720,skyhighsbangtan> Now why do they wanna start a food fight in the their own restaurant   …
6721,luiselequinn> Dude. That was $120 on food
6722,prettyguanlin> chinese food in other countries dont include exotic food
6723,andschmitt11>  went to get me chamomile tea and saltines because I have food poisoning and got dirty looks. Yet some lady pulled money out of her sock and had the audacity to hand it to the cashier
6724,fallawaybandito> we were discussing the coronavirus and my family was flipping out about it so i decided to put a thermometer in my mouth with hot food in my mouth and here we are
6725,ShirleyBuote> pet food.  food for yourself  and prescription or other over the counter medications  you may need  soap  personal needs. and for gods sake don't forget that toilet paper!
6726,ChrisKendell> Not as long as Trump & the GOP keep thinking that the wealthy & corporation bailouts are preferred over the people struggling to put food on their tables and a roof over their heads.
6727,kendal_dler> stu food ..
6728,"Chained_canis> ""Garmr want to come with Garmr for food?""  He says with a smile and excitement. The idea that there is more than just one of him now sounds very fun!   …"
6729,TadisonMaylor> Btw Italy closed all of their restaurants. If America does that I will be out of a job so that’s why I choose to have a small stockpile of food and household goods. I might not have any money to buy them when shit inevitably hits the fan
6730,Ingot54> That is nearly 5 times the Newstart allowance just for HIS FOOD ALLOWANCE!  I know people on Newstart would cringe to hear this.   will pay a high price for his cruelty somewhere ahead.  Have posted this before: . . .   …  …
6731,VelinaAlonsoSed> IBS when I eat fibrous foods  pic.twitter.com/mBgyUiW06e
6732,"inversebrah> *grabs smol wassie*  *chucks it in the freezer for safe-keeping*  *ticks ""food"" off the list*"
6733,ceghadban> Make sure you're prepared. Buy a face mask. Avoid Chinese food and Coronas. Stock up on toilet paper. /S   …
6734,AsiaVsTheWorld> I doordashed food and scrubbed the skin off my hands after grabbing it LMAO
6735,jinkookvenus> I’m in my kitchen coping with food and trying to not cry I fucking hate this I hate everything I wish my brain was wired differently
6736,TheChangeUSeek> Can coronavirus be transmitted via food?    …
6737,yumetan_301_550> 1 equipment 装備 備品 機器  provide the explorers with food and equipment. 探検家たち食料と「装備」を与える
6738,The_prodigy92> I want some Jamaican or Cuban food so bad
6739,BingusBoyIdiot> No food
6740,smithstephen1> sh_smith's food and exercise diary was completed for 3/11/2020 and was under sh_smith's calorie goal  
6741,smithstephen1> sh_smith's food and exercise diary was completed for 3/11/2020 and was under sh_smith's calorie goal 
6742,thewilkster77>  less coronavirus more hockey really sick of hearing about it was at the store tonight and like no toilet paper jesus I guess I'm screwed all I got is beer and food  and sens hockey for now
6743,napaguy73> I don't eat Chinese food... Never have. Tears me up   …
6744,MartyOropeza> go to the store and stock up on food while you can
6745,aj_montt> I experienced my first online class today through Zoom & I was in class during lunch and forgot to turn my mic off so everyone heard while I was ordering my food. How embarrassing thanks a lot covid19
6746,mvnzi> Niggas tryna enjoy food that they used to like during their childhood now that everything’s “gay”  pic.twitter.com/pw9qNI9acU
6747,NJayy02> damn i can’t even like food no more? 2020 really dusty
6748,ITJAVV> I rather eat dog food!
6749,TransSalamander> We didn't have time to get food so now it's just waiting for Dee to drive five hours to us to both bring a working vehicle and food lol  She'll get here at about 1am  Moving's fun 
6750,Chocolatepapi_x> Imagine being rich and having to stay in door a nice big home with unlimited snack and food
6751,SwagShitGoon> Buy her food and stay faithful to her
6752,diecals> i’m not hungry but i’m still eating cause i keep thinking about food i hate my brain
6753,itsjustbt> Not going out to eat either but other ppl cooking ya food and fuck around and catch it. Nope. Betty Crocker me.
6754,AllDei_EveryDei> Low key I have NEVER BEEN disappointed in a Chinese restaurant whose menu is faded...  I know that food finna SLAP!!   pic.twitter.com/LNaweDTc6h
6755,papapezzle> You don't do enough food polls
6756,BlentGirl> I always wanted to take like a two or three hour ride on a train but like an Anastasia train where there’s food and a bar you feel me I never have
6757,bbplanets20> Food Supply in bag   …
6758,Toothpick_Vic76> Devil’s Food & Only Women Bleed   …
6759,ayerianna> I was gonna Uber eats some food but it’s too late y estoy a dieta
6760,GaryMcsparen> No chinese food geez.
6761,xxAnAmNeSiSxx> So if I use the new TP currency. . . NOW. . . I can purchase the Food and Water?!?!  pic.twitter.com/AyehYl2mzI
6762,EstelleKinnie> It’s too late for food!
6763,"susanmilius> A ""like"" doesn't seem quite right. Maybe ""thank you"" is closer. Your beautiful plate reminded me that my mom (may she rest in peace) loved Indian food, and remembering that  made me suddenly tear up and be glad to catch a long-lost memory of her standing at the stove."
6764,Jel_ARMY> I just asked if I get something back like food for example
6765,Davydgm> I'm not afraid of  but the people who go wild and go do panic shopping just to affect the inventory of local business and for consequence increasing the cost of food and other basic stuff.  I'm afraid of unrational hysterical masses not a tiny virus.
6766,JayzenJLS> I gotta go food shopping before we’re quarantined all I got is ramen noodles and pop tarts
6767,only__patriot> I think you should be focus on food what you eating rather than smile if you eat healthy food then no epidemic would be occur
6768,omgsejun> what is the food you hate to eat that everyone seems to love?  Alab by SB19   
6769,nerditry> What can you share about how you stocked your pantry and bought fresh food along the way?
6770,GentNewsCom> Everything Lil Yachty Eats In A Day | Food Diaries: Bite Size | Harper's BAZAAR   …
6771,mac_bigs> When you have to stock up on food because of the  but you're broke pic.twitter.com/srOAbqF6Or
6772,itsmarguerita> fellas is it gay to enjoy your food?    …
6773,SamSykesSwears> Kitchen Dog is waiting for the food  pic.twitter.com/anJ5MTv6FG
6774,CT_Scoops> Your tap water isn't carrying the Coronavirus... You got food? 
6775,LoveShaunte_xo> So if it is we do have a travel halt...the shipment of food supplies gonna stop too?
6776,Fltnesforal> 9 Foods to Help You Lose Weight   … pic.twitter.com/Dj5pqEIQmj
6777,raylynndonaee> Mya think ima trick or something . I been buying this hoe food for days . Lol that’s my daughter tho gotta take care of my kids
6778,PixelWater> I got food
6779,politicalkass> Me too.  I think hubby and I are getting Chinese food tomorrow night.  Love me some chicken in garlic sauce.
6780,Einstein_and_Me> The report is out that the virus survives in the air for hours. You display food with customers and your own employees talking over or around it. Maybe it's time to reconsider.
6781,speights_mate> What if all the food poisoning I’ve had here is really just an indication that I ate too much seafood in the past so now my body rejects them or mb I’m becoming my dad and developing gout
6782,shawnferry> I have one bathroom. I have locked the new kitties in the bathroom. I need to use the bathroom. I hear the sound of one of the food plates in the bathroom. I’ll wait to use the bathroom.
6783,KP11Photos> Oh and don't let your plate touch any of the common area where all the food is. Imagine it the opposite of Korean food culture where everyone can eat from a common source in the center of the table.
6784,tyskie06> Done foods
6785,__cxrgill> friendly reminder to get your pets extra food from the store while stocking up on other things!!!
6786,drunkossan> My nose is so itchy but I have food so I'm okay
